index,reviewbody,star,location_traffic,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation
36817,超级大一碗！我团购的20元券，非常划算！好久没吃了今天发现所有的东西都涨价了，哎，深圳物价就是高。我点了个牛腩粉，份量很足，我一个人是吃不完的，但是又经常很怀念这个跟家乡一个味道的家家米粉，尤其是有着特殊香味的多辣椒，一看到就忍不住口水直流。每次都是特意跑来梅林这个店，吃完了就在我喜欢的服装品牌BELLO ANN逛逛当消食了，中午和晚上来吃的东西的人特别多，我一般不在饭点过来就感觉是VIP服务，呵呵,5.0,-2,-2,-2,-2,1,-2,-2,0,1,0,-2,-2,-2,-2,1,1,-2,-2
18519,家庭聚会，选的这里，坐的包房，环境一般般吧，在公园旁边。由于是聚会就没有拍照了。说说吃的，点了招牌山楂肉排，味道ok，酸甜酸甜，很多姜和山楂，感觉肉质可以再软一些就不错了，姑且给个好评吧。烧鹅点了例，份量不多，7，8人一人一块就没了。味道感觉一般，皮不够脆，肉不够入味，勉强及格分。清蒸桂鱼，感觉鱼不新鲜，140元条鱼，素质严重对不起。还有一个鸭汤，说好是汤结果上来是羹，有点酸的，感觉不好，严重忽悠。猪大肠，口感不够软，味道一般，做得不好。粉丝煲算是可以的，好评。山坑鱼辣椒，口味不错，还行，不过辣椒比较辣。小吃一般，鸡爪还行，青瓜和萝卜皮都不行。盐水菜心还可以，炒牛河不知所谓，比街边小吃店还差。买单600几，感觉没吃什么。全程没人主动加水和服务，整体出品和服务都不值这个价位，不会再去。,1.0,-2,-2,-2,-2,-1,-2,-2,0,-2,-2,0,0,0,0,0,0,-2,-2
44508,团购的一元的肉沫烤茄子。下班经过的时候去的。位置比较偏，在浅水湾旁边的小巷子中，小巷子的名字叫做旌湖路，挨着河边的入口就能看到旌湖路的路标。门口就有停车位，而且比较多，道路两边都可以停放，不过都不是免费停车位。\\n#环境#环境一般，店铺也不是很大。不过打扫得很干净卫生。厨房也是可见的。\\n#服务#一看就知道是一家五口的铺面，我去的时候，老板正在门口玩手机，我说我要一份烤茄子，直接就告知我今天没有肉沫了，要不改天去，要不可不可以换成酸辣味的烤茄子，酸辣味不需要肉沫，本来也没吃过酸辣味的烤茄子，于是便换了酸辣味的。说好之后我说是团购的，问了我要不要打包，于是便进厨房弄了。进店后老板娘和他们的儿子正在吃核桃，也很热情的请我吃并且端茶送水的，让我坐着等一等。\\n#菜品#菜品不算丰富，都是应季菜，一般都是买了什么菜才有什么菜，这点看上去感觉菜品比较新鲜。主打应该是鱼类，店铺里有鱼缸，都是活鱼现杀。这点挺好。而且做的是街坊生意，基本上我去的时候都是熟人去的。烧菜炒菜味道应该挺不错，不然也不会有那么多熟人去照顾生意了。\\n   我吃的是酸辣味的烤茄子。打包的，也没有加收打包费用，而且也没有因为是团购而减量减材料。食材很好，调料也很舍得，酸辣味道很不错。虽然没有肉沫，不过也很好吃。放了小米椒、醋，葱花等。汤汤比较多，因此老板拿出来的时候还专门提醒了我，提的时候要小心，不然汤要洒出来。虽说是汤，不过更贴切的应该说是醋。吃完了还剩下很多调味料，感觉还挺可惜的呢,4.0,-2,-2,-1,-2,0,0,-2,-2,-2,1,0,0,0,1,0,1,1,1
20571,开到满洲里，第一个想的就是吃俄餐，搜大众点评就是这家，就在我们住的酒店旁边，步行就到了，很好找，门口有个可爱滴熊，点的红菜汤，罐焖牛，熏牛排，老公最爱的全麦面包和黄啤，推荐的皇后沙拉和芝士饼。罐焖牛：牛肉很多，配上外边的酥皮，超好吃。熏牛排：服务员推荐的，没有血丝但是超嫩，也很厚。皇后沙拉：推荐菜，我个人觉得一般，吃多了会腻，一半都没吃完。芝士饼：很好吃，边里带夹心，一小张够两个人吃的。红菜汤：味道嘛，可圈可点吧，没什么大特色。整体很好吃，还不贵，装修非常有特色，来满洲里的小伙伴们来了一定要尝尝哟,5.0,-2,-2,1,-2,0,-2,-2,0,-2,-2,1,-2,-2,-2,1,1,-2,-2
2728,专门为了大禹开元这个酒店来的绍兴，位置在会稽山附近不算中心，不过自驾还是很好找的，周围比较偏僻没什么便利店or饭店，订房是送双人面馆券这点很方便，面味道不错就是原价很贵，还有一次免费的乘乌篷船机会，赞赞！走进酒店就像来到了一个古镇，静谧美丽古色古香，几乎见不到人，闻着桂花香走在青石板路上，一路走一路拍，怎么都不腻，晚上灯起，又是另一种味道。房间布置的也不错，但是这天气还是有蚊虫，干净程度一般。服务人员看态度都很好，进出还有小车接送，看边上在造二期，很期待哈哈。,5.0,-2,-2,0,-2,1,-2,-2,-1,-2,1,1,-2,-2,0,-2,1,-2,-2
17410,大香港的味道一直就是棒棒嗒～很久没有光顾了，今天一去发现现在走的是大众路线。菜单变成一张纸，价位相比较也很大众，再加上大众点评网上的代金劵，完美！我们是晚上六点多去的，店里面高朋满座，不过绕场一周后发现食客们点的菜品都基本差不多一个样子。再看看菜单明白了，原来选择比原来少了。不知中午会不会不一样。\\n推荐菜品：金钱肚，看了看大家都点了这道菜。我也随大流点了，肚子处理的非常到位，没有任何异味，卤制的软烂香。上来后好吃到不能停口，一份让我一个人全部吃掉，实在是有失风度。吃货就是这样。素包子，我想问问大厨怎么蒸的那么柔软可口，有什么妙招，家里蒸的总是皮硬硬的。素包子值得表扬的还有馅，黑木耳胡萝卜白菜都透着浓浓的香气。比肉包还好吃。不愧为大香港就是不一样啊。油饼，这是我吃的最好吃的油饼。不是死面炸的，酥软微脆，一口气吃俩。今天又贴秋膘厚厚一层，谁让它这么香呢。\\n服务：现场食客很多，所以有点混乱，总有服务员拿着不是我们点的菜过来问是不是我们这桌的。埋单时多亏让单子打出来看了一眼，多算了两个没有点的菜进去。这个冤枉钱是万万不能给的。提醒各位注意这点。不过服务员态度很耐心温和，对我解释了半天，还一直道歉。\\n环境：大厅还是多年前的大厅装修，但保持的还算整洁干净。就是食客很多，难免显得有点乱。\\n总之非常棒的餐厅，一定还会再来的。,5.0,-2,-2,-2,-2,1,-2,-2,0,-2,0,0,0,0,1,-2,1,-2,-2
32652,"第一次來光顧新麻蒲。雖然沒有十分喜歡,但整體感覺還算不錯。餐前小吃主要有泡菜、醃蘿蔔、蔬菜沙拉、豆芽、涼拌海帶及酸蘿蔔等等。味道普通,沒有十分出眾。比較特別的可能就是沙拉裡面的沙拉醬,感覺是黑芝麻磨成的,甜甜的味道,還不賴～#牛胸肉大醬湯#配著一碗白飯。整體感覺稍稍偏鹹..如果不配白飯直接喝的話,感覺味道還是太鹹了一些。#豬護心肉# 名字叫護心肉..但具體是哪個部分的肉還真沒弄清楚。感覺口感有點像豬頸肉的樣子..還蠻有嫩的。不小心烤焦了少少會有豬肉乾的味道。#秘制牛五花#薄薄的一片片牛肉,肥的部分蠻多的,然人感覺像吃烤肥牛。价格在他们家烤肉里算是比较便宜的,而且油脂的味道很香,不错吃哦。#雪花牛肉#这个是他们家烤肉里面价格比较贵的一种肉。不知道是不是因为期望越高失望越大,感觉很一般。可能是烤太久的原因,肉质比较韧。而且先不说蘸酱吃,僅僅是蘸了少許椒鹽配著吃也不覺得牛味有多浓郁,給人的感覺就是性价比不高。#爐邊的泡菜煎蛋# 雞蛋似乎烤太久了..煮得很老。感覺如果早些吃別煮太久的話,口感應該會比較滑嫩。最後講講服務..還是讓人比較滿意的。工作人員會幫客人烤肉..而且在烤的過程中還會細心地把烤焦的地方用剪刀剪掉,給個讚。",3.0,-2,-2,-2,-2,1,-2,-2,0,-1,-2,-2,-2,-2,-2,-2,0,-2,-2
1358,一直想喝粥 今天格外冷虽然身体不舒服还是来喝了 要的特色的海鲜粥 还有海带 白灼芥兰 首先海鲜粥应该是一只螃蟹 虾 贝类 味道还不错 不是特别的腻 记得之前喝内个潮汕砂锅粥香的过分了 吃了几口就腻了 这次一整锅我俩全喝了 海带味道也不错 要是能稍微再有一点点甜口儿应该会更好 白灼芥兰不太好吃 就是抄了一下芥兰 酱油调料是单独浇上去的 我更喜欢用热的汤汁浇上去的芥兰 这的价位是真便宜 119就搞定了 记得潮汕内个俩人花了300多 下次还会再来的。、,4.0,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2
12500,周六上完课外班小馋猫想吃批萨，看见点评里国王牧场评价不错，于是带着小馋猫向桂林路出发，桂林路两面都是各种小吃，走过桂林路市场一直再往前走两分钟就看见他家了，在两条街中间。挨着牛啤烤肉。我们去的时候十一点多，楼上满了，楼下就剩一张桌了，真是挺火的，还有一桌外国人点的大份批萨，服务员很热情。人多我们等了一小会，我们点的小牛肉披萨，料还是很足的有很多小牛肉，薄批萨吃起来很香，薯条才十元，真的很划算，最爱的还是他家的手指牛排，沾着酱料很好吃，量也挺多。果汁饮料看着不错，因为来的时候我们在外面买的小吃和饮料，也吃不下太多，所以没点。连最想点的好评最多的肉酱意面也没点，还打包半份批萨，下次再来一定尝尝别的小食。,4.0,-2,-2,-2,-2,1,-2,-2,1,1,-2,-2,-2,-2,-2,1,1,1,-2
45089,就在卯建的前面，转了大半天终于找到的小饭馆。当然和这里风情一样，太地道太老失式的标准日式饭馆了。其实本来想门口围着炉子坐就很好了，但还是给我们让到里面包间。东西还可以，点单的女店员很亲切舒服～～语言不通也逗了小子又给了冰淇淋。最要感谢的是店老板～热情大汗～得知我们要去钱汤（因为民宿的浴室实在太简），这里交通又不便，特地叫店员开车送我们去了。岛国饮食店的男人们的朝气劲和大嗓门和业界喊话真是让人喜欢～畅快！男前足足的～！O大将～～真是谢谢尼～！（心）哈哈哈哈哈哈～！,5.0,-1,-2,-1,-2,1,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,1,-2,-2
